Site,Date,Temp
Above Discharge,1/7/2016,36.939
Above Discharge,1/7/2016,36.842
Above Discharge,1/7/2016,36.747
Above Discharge,1/7/2016,36.651
Above Discharge,1/7/2016,36.603
Above Discharge,1/7/2016,36.505
Above Discharge,1/7/2016,36.459
Above Discharge,1/7/2016,36.361
Above Discharge,1/7/2016,36.266
Above Discharge,1/7/2016,36.217
Above Discharge,1/7/2016,36.12
Above Discharge,1/7/2016,36.072
Above Discharge,1/7/2016,35.976
Above Discharge,1/7/2016,35.928
Above Discharge,1/7/2016,35.879
Above Discharge,1/7/2016,35.83
Above Discharge,1/7/2016,35.782
Above Discharge,1/7/2016,35.782
Above Discharge,1/7/2016,35.782
Above Discharge,1/7/2016,35.782
Above Discharge,1/7/2016,35.733
Above Discharge,1/7/2016,35.733
Above Discharge,1/7/2016,35.733
Above Discharge,1/7/2016,35.733
Above Discharge,1/7/2016,35.782
Above Discharge,1/7/2016,35.879
Above Discharge,1/7/2016,35.976
Above Discharge,1/7/2016,36.072
Above Discharge,1/7/2016,36.217
Above Discharge,1/7/2016,36.459
Above Discharge,1/7/2016,36.698
Above Discharge,1/7/2016,36.986
Above Discharge,1/7/2016,37.321
Above Discharge,1/7/2016,37.609
Above Discharge,1/7/2016,37.656
Above Discharge,1/7/2016,37.893
Above Discharge,1/7/2016,38.131
Above Discharge,1/7/2016,38.322
Above Discharge,1/7/2016,38.511
Above Discharge,1/7/2016,38.7
Above Discharge,1/7/2016,38.937
Above Discharge,1/7/2016,39.124
Above Discharge,1/7/2016,39.313
Above Discharge,1/7/2016,39.549
Above Discharge,1/7/2016,39.69
Above Discharge,1/7/2016,39.783
Above Discharge,1/7/2016,39.877
Above Discharge,1/7/2016,39.877
Above Discharge,1/7/2016,39.97
Above Discharge,1/7/2016,40.017
Above Discharge,1/7/2016,40.064
Above Discharge,1/7/2016,40.111
Above Discharge,1/7/2016,40.158
Above Discharge,1/7/2016,40.158
Above Discharge,1/7/2016,40.158
Above Discharge,1/7/2016,40.158
Above Discharge,1/7/2016,40.111
Above Discharge,1/7/2016,40.064
Above Discharge,1/7/2016,39.97
Above Discharge,1/7/2016,39.877
Above Discharge,1/7/2016,39.783
Above Discharge,1/7/2016,39.736
Above Discharge,1/7/2016,39.69
Above Discharge,1/7/2016,39.643
Above Discharge,1/7/2016,39.549
Above Discharge,1/7/2016,39.502
Above Discharge,1/7/2016,39.407
Above Discharge,1/7/2016,39.36
Above Discharge,1/7/2016,39.313
Above Discharge,1/7/2016,39.22
Above Discharge,1/7/2016,39.124
Above Discharge,1/7/2016,39.078
Above Discharge,1/7/2016,38.984
Above Discharge,1/7/2016,38.937
Above Discharge,1/7/2016,38.842
Above Discharge,1/7/2016,38.748
Above Discharge,1/7/2016,38.653
Above Discharge,1/7/2016,38.557
Above Discharge,1/7/2016,38.464
Above Discharge,1/7/2016,38.368
Above Discharge,1/7/2016,38.273
Above Discharge,1/7/2016,38.179
Above Discharge,1/7/2016,38.084
Above Discharge,1/8/2016,37.989
Above Discharge,1/8/2016,37.942
Above Discharge,1/8/2016,37.893
Above Discharge,1/8/2016,37.846
Above Discharge,1/8/2016,37.798
Above Discharge,1/8/2016,37.751
Above Discharge,1/8/2016,37.751
Above Discharge,1/8/2016,37.702
Above Discharge,1/8/2016,37.702
Above Discharge,1/8/2016,37.656
Above Discharge,1/8/2016,37.656
Above Discharge,1/8/2016,37.656
Above Discharge,1/8/2016,37.609
